,title,artist,lyrics
484,"Right as Rain [Live at Roxy, Los Angeles] [North American Tour Film] [L",Adele,"Who wants to be right as rain
It's better when something is wrong
You get excitement in your bones
And everything you do's a game
When night comes and you're all on your own
You can say I chose to be alone
Who wants to be right as rain
It's harder when you're on top

[Chorus]
Cause when hard work don't pay off
And I'm tired there ain't no room in my bed
As far as I'm concerned
So wipe that dirty smile off
We won't be making up
I've cried my heart out
And now I've had enough of love

Who wants to be riding high
When you'll just crumble back on down
You give up everything you are
And even then you don't get far
They make believe that everything
Is exactly what it seems
But at least when you're at your worst
You know how to feel things

[Chorus]

Go ahead and still (it's not steal) my heart
To make me cry again
Cause it will never hurt
As much as it did then
We were both right
And no one had blame
But now I give up
On this endless game

Cause who wants to be right as rain
It's better when something is wrong
I get excitement in my bones
Even though everything's a strain
When night comes and I'm all on my own
You should know I chose to be alone
So who want to be right as rain
It's harder when you're on top

[Chorus]"
485,Easy On Me,Adele,"There ain't no gold in this river
That I've been washin' my hands in forever
I know there is hope in these waters
But I can't bring myself to swim
When I am drowning in this silence
Baby, let me in

Go easy on me, baby
I was still a child
Didn't get the chance to
Feel the world around me
I had no time to choose
What I chose to do
So go easy on me

There ain't no room for things to change
When we are both so deeply stuck in our ways
You can't deny how hard I have tried
I changed who I was to put you both first
But now I give up

Go easy on me, baby
I was still a child
Didn't get the chance to
Feel the world around me
Had no time to choose
What I chose to do
So go easy on me

I had good intentions
And the highest hopes
But I know right now
That probably doesn't even show

Go easy on me, baby
I was still a child
I didn't get the chance to
Feel the world around me
I had no time to choose
What I chose to do
So go easy on me"
487,Wild Wild West,Adele,"I grew a nipper in the wild, wild west
And for a while I was at my best
So much so that I got hitched in a big white dress
But all it did was make me so sad and stressed
And so I got soaked in the wild, wild west
I was galivanting in the silhouettes
That's when I met a jingler in the, in the wild west
While he was sparrow catching in the wilderness

Don't waste your time when I got a backbone of steel
Don't push me once or I'll shoot a look that will kill
Don't waste your time when I got a backbone of steel
Don't push me once or I'll shoot a look that will kill ya

From L.A. to San Francisco
I lost my mind in San Bernardino
Even Chula Vista and Modesto
I broke my heart in San Diego

I'm cuttin' shines in the wild, wild west
I had to bed my man down to save myself
That's when I, I got churched in the, in the wild west
Not that I care, I find God so hard to impress

Don't waste your time when I got a backbone of steel
(Don't waste your time)
Don't push me once or I'll shoot a look that will kill
(I'll shoot you down)
Don't waste your time when I got a backbone of steel
(Don't waste your time)
Don't push me once or I'll shoot a look that will kill ya

From L.A. to San Francisco
I lost my mind in San Bernardino
Even Chula Vista and Modesto
I broke my heart in San Diego

Wild in the west (it's so wild)
It's so wild in the west
(It's so wild, it's so wild)
(It's so wild in the west)
Wild, wild west

From L.A. to San Francisco
Lost my mind in (I lost my mind) San Bernardino
(In Chula) Chula Vista and Modesto
Broke my heart (broke my heart) in San Diego
From L.A. to San Francisco
I lost my mind in San Bernardino
Even Chula Vista and Modesto
I break my heart wherever I go"
488,One and Only,Adele,"You've been on my mind
I grow fonder every day
Lose myself in time
Just thinking of your face
God only knows why it's taken me 
So long to let my doubts go
You're the only one that I wanted

I don't know why I'm scared
'Cause I've been here before
With every feeling every word
I've imagined it all
You'll never know if you never try
To forget your past and simply be mine

I dare you to let me be your your one and only
I promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove I am the one who can walk that mile
Until the end starts

If I've been on your mind
Do you hang on every word I say
Lose yourself in time
At the mention of my name
Will I ever know how it feels to hold you close
And have you tell me 
Whichever road I choose you'll go?

I don't know why I'm scared
'Cause I've been here before
With every feeling and every word
I've imagined it all
You'll never know if you never try
To forget your past and simply be mine

I dare you to let me be your, your one and only
I promise I'm worthy 
To hold in your arms
So come on and give me the chance
To prove I am the one who can walk that mile
Until the end starts

I know it ain't easy giving up your heart
I know it ain't easy giving up your heart
Nobody's perfect (I know it ain't easy giving up your heart)
Nobody's perfect (I know it ain't easy giving up your heart) trust me I've learned it
(I know it ain't easy giving up your heart)
(I know it ain't easy giving up your heart)
Nobody's perfect (I know it ain't easy giving up your heart)

So I dare you to let me be your your one and only
I promise I'm worthy
To hold in your arms
So come on and give me the chance
To prove that I am the one who can walk that mile
Until the end starts

Come on and give me the chance
To prove that I am the one who can walk that mile
Until the end starts
Now"
489,Hometown Glory,Adele,"I've been walking in the same way as I did
Missing out the cracks in the pavement
And turning my heel and strutting my feet
""Is there anything I can do for you dear?
Is there anyone I could call?""
""No and thank you, please Madam.
I ain't lost, just wandering""

Round my hometown
Memories are fresh
Round my hometown
Ooh the people I've met
Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of now

I like it in the city when the air is so thick and opaque
I love to see everybody in short skirts, shorts and shades
I like it in the city when two worlds collide
You get the people and the government
Everybody taking different sides

Shows that we ain't gonna stand shit
Shows that we are united
Shows that we ain't gonna take it
Shows that we ain't gonna stand shit
Shows that we are united

Round my hometown
Memories are fresh
Round my hometown
Ooh the people I've met yea

Are the wonders of my world
Are the wonders of my world
Are the wonders of this world
Are the wonders of my world
Of my world, yeah
Of my world
Of my world, yeah"
491,Melt My Heart to Stone,Adele,"Right under my feet there's air made of bricks
Pulls me down turns me weak for you
I find myself repeating like a broken tune
And I'm forever excusing your intentions
That I give in to my pretendings
Which forgive you each time
Without me knowing
They melt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head I'm the only one in love
I'm the only one in love

Each and every time I turn around to leave
I feel my heart begin to burst and bleed
So desperately I try to link it with my head
But instead I fall back to my knees
As you tear your way right through me
I forgive you once again
Without me knowing
You've burnt my heart to stone

And I hear your words that I made up
You say my name like there could be an us
I best tidy up my head I'm the only one in love
I'm the only one in love

Why do you steal my hand
Whenever I'm standing my own ground
You build me up, then leave me dead

I hear your words you made up
I say your name like there should be an us
I best tidy up my head I'm the only one, in love
I'm the only one in love"
493,Million Years Ago,Adele,"I only wanted to have fun
Learning to fly, learning to run
I let my heart decide the way
When I was young
Deep down I must have always known
That this would be inevitable
To earn my stripes I'd have to pay
And bear my soul

I know I'm not the only one
Who regrets the things they've done
Sometimes I just feel it's only me
Who can't stand the reflection that they see
I wish I could live a little more
Look up to the sky, not just the floor
I feel like my life is flashing by
And all I can do is watch and cry
I miss the air, I miss my friends
I miss my mother, I miss it when
Life was a party to be thrown
But that was a million years ago

When I walk around all of the streets
Where I grew up and found my feet
They can't look me in the eye
It's like they're scared of me
I try to think of things to say
Like a joke or a memory
But they don't recognize me now
In the light of day

I know I'm not the only one
Who regrets the things they've done
Sometimes I just feel it's only me
Who never became who they thought they'd be
I wish I could live a little more
Look up to the sky, not just the floor
I feel like my life is flashing by
And all I can do is watch and cry
I miss the air, I miss my friends
I miss my mother, I miss it when
Life was a party to be thrown
But that was a million years ago
A million years ago"
494,Crazy for You,Adele,"Found myself today singing out your name,
You said I'm crazy,
If I am I'm crazy for you.

Sometimes sitting in the dark wishing you were here
Turns me crazy,
But it's you who makes me lose my head.

And every time I'm meant to be acting sensible
You drift into my head
And turn me into a crumbling fool.

Tell me to run and I'll race,
If you want me to stop I'll freeze,
And if you want me gone. I'll leave, just hold me closer baby,
And make me crazy for you.
Crazy for you.

Lately with this state I'm in I can't help myself but spin.
I wish you'd come over,
Send me spinning closer to you.

My oh my, how my blood boils, it's sweet taste for you,
Strips me down bare
And gets me into my favorite mood.

I keep on trying, fighting these feelings away,
But the more I do,
The crazier I turn into.

Pacing floors and opening doors,
Hoping you'll walk through
And save me boy,
Because I'm too crazy for you.
Crazy for you"
495,Don't You Remember,Adele,"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal anything
I had no idea of the state we were in

I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head
But don't you remember, don't you remember?
The reason you loved me before
Baby please remember me once more

When was the last time you thought of me?
Or have you completely erased me from your memories?
I often think about where I went wrong
The more I do, the less I know

But I know I have a fickle heart and  a bitterness
And a wandering eye, and a heaviness in my head
But don't you remember, don't you remember?
The reason you loved me before
Baby please remember me once more

Oh, I gave you the space so you could breathe
I kept my distance so you would be free
In hope that you find the missing piece
To bring you back to me

Why don't you remember, don't you remember?
The reason you loved me before
Baby please remember me once more
When will I see you again?"
500,Skyfall,Adele,"This is the end
Hold your breath and count to ten
Feel the earth move and then
Hear my heart burst again

For this is the end
I’ve drowned and dreamt this moment
So overdue I owe them
Swept away, I’m stolen

Let the sky fall
When it crumbles
We will stand tall
Face it all together

Let the sky fall
When it crumbles
We will stand tall
Face it all together
At skyfall
At skyfall

Skyfall is where we start
A thousand miles and poles apart
Where worlds collide and days are dark
You may have my number, you can take my name
But you’ll never have my heart

Let the sky fall
When it crumbles
We will stand tall
Face it all together

Let the sky fall
When it crumbles
We will stand tall
Face it all together
At skyfall

Where you go I go
What you see I see
I know I’d never be me
Without the security
Of your loving arms
Keeping me from harm
Put your hand in my hand
And we’ll stand

Let the sky fall
When it crumbles
We will stand tall
Face it all together

Let the sky fall
When it crumbles
We will stand tall
Face it all together
At skyfall

Let the sky fall
We will stand tall
At skyfall"
501,Woman Like Me,Adele,"You're driving me away
Give me a reason to stay
I want to be lost in you
But not in this way

I don't think you quite understand
Who you have on your hands
How can you not see
Just how good for you I am?

I know that you've been hurt before
That's why you feel so insecure
I begged you to let me in
'Cause I only want to be the cure

If you don't choose to grow
We ain't ever gonna know
Just how good this could be
I really hoped that this would go somewhere

Complacency is the worst trait to have
Are you crazy?
You ain't ever had, ain't ever had a woman like me
It is so sad a man like you could be so lazy
Consistency is the gift to give for free
And it is key
To ever keep, to ever keep a woman like me

All you do is complain
About decisions you make
How can I help lift you
If you refuse to activate
The life that you truly want?
I know it's hard, but it's not
We come from the same place
But you will never give it up

It's where they make you feel powerful
That's why you think I make you feel small
But that's your projection
It's not my rejection

I put my heart on the line
For the very first time
Because you asked me to
And now you've gone and changed your mind

But loving you was a breakthrough
I saw what my heart can really do
Now some other man will get
The love I have for you
'Cause you don't care, hmm

Complacency is the worst trait to have
Are you crazy?
You ain't ever had, ain't ever had a woman like me
It is so sad a man like you could be so lazy
Consistency is the gift to give for free
And it is key
To ever keep, to ever keep a woman like me

A woman like me
One more time

Complacency is the worst trait to have (woman like me, woman like me)
Are you crazy? (Woman like me)
You ain't ever had, ain't ever had a woman like me (woman like me)
It is so sad a man like you could be so lazy (woman like me)
Consistency is the gift to give for free (woman like me)
And it is key"
502,I Miss You,Adele,"I want every single piece of you
I want your heaven and your ocean's too
Treat me soft but touch me cool
I wanna teach you things you never knew, baby
Bring the floor up to my knees
Let me fall into your gravity
And kiss me back to life to see
Your body standing over me

Baby don't let the lights go down
Baby don't let the lights go down
Baby don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down, down

I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby give me light

I love the way your body moves
Towards me from across the room
Brushing past my every groove
No one has me like you do, baby
Bring your heart, I'll bring my soul
But be delicate with my ego
I wanna step into your great unknown
With you and me setting the tone

Baby don't let the lights go down
Baby don't let the lights go down
Baby don't let the lights go down
Lights go down, lights go down
Lights go down, lights go down
Down, down, down, down

I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby give me light

We play so dirty in the dark
'Cause we are living worlds apart
It only makes it harder baby
It only makes it harder baby (harder baby)
Harder baby (harder baby), harder baby

I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby give me light
I miss you when the lights go out
It illuminates all of my doubts
Pull me in, hold me tight
Don't let go, baby give me light

I miss you, I miss you
I miss you, I miss you
I miss you, I miss you
I miss you, I miss you"
504,To Be Loved,Adele,"I built a house for love to grow
I was so young that it was hard to know
I'm as lost now as I was back then
Always make a mess of everything
It's about time that I face myself
All I do is bleed into someone else
Painting walls with all my secret tears
Filling rooms with all my hopes and fears

But oh my, oh my
I'll never learn if I never leap
I'll always yearn if I never speak

To be loved and love at the highest count
Means to lose all the things I can't live without
Let it be known that I will choose to lose
It's a sacrifice but I can't live a lie
Let it be known, let it be known that I tried

I'm so afraid but I'm open wide
I'll be the one to catch myself this time
Trying to learn to lean in to it all
Ain't it funny how the mighty fall?
Looking back I don't regret a thing
Yeah, I took some bad turns that I am owning
I'll stand still and let the storm pass by
Keep my heart safe 'til the time feels right

But oh my, oh my
I'll never learn if I never leap
I'll always yearn if I never speak

To be loved and love at the highest count
Means to lose all the things I can't live without
Let it be known that I will choose to lose
It's a sacrifice but I can't live a lie
Let it be known

Let it be known that I cried for you
Even started lying to you
What a thing to do
All because I wanted

To be loved and love at the highest count
Means to lose all the things I can't live without
Let it be known, known, known
That I will choose, I will lose
It's a sacrifice but I can't live a lie
Let it be known

Let it be known that I tried, that I tried
Let it be known that I tried"
506,Don't You Remember?,Adele,"When will I see you again?
You left with no goodbye, not a single word was said
No final kiss to seal anything
I had no idea of the state we were in

I know I have a fickle heart and a bitterness
And a wandering eye, and a heaviness in my head
But don't you remember, don't you remember?
The reason you loved me before,
Baby please remember me once more

When was the last time you thought of me?
Or have you completely erased me from your memories?
I often think about where I went wrong
The more I do, the less I know

But I know I have a fickle heart and  a bitterness
And a wandering eye, and a heaviness in my head
But don't you remember, don't you remember?
The reason you loved me before
Baby please remember me once more

Oh, I gave you the space so you could breathe
I kept my distance so you would be free
In hope that you find the missing piece
To bring you back to me

Why don't you remember, don't you remember?
The reason you loved me before
Baby please remember me once more
When will I see you again?"
507,Rolling In the Deep,Adele,"There's a fire starting in my heart
Reaching a fever pitch and it's bringing me out the dark
Finally I can see you crystal clear
Go 'head and sell me out and I'll lay your ship bare
See how I leave with every piece of you
Don't underestimate the things that I will do
There's a fire starting in my heart
Reaching a fever pitch and its bringing me out the dark

The scars of your love remind me of us
They keep me thinking that we almost had it all
The scars of your love they leave me breathless, I can't help feeling
We could have had it all (you're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (you're gonna wish you never had met me)
And you played it to the beat (tears are gonna fall, rolling in the deep)

Baby I have no story to be told
But I've heard one on you and I'm gonna make your head burn
Think of me in the depths of your despair
Making a home down there 'cause mine sure won't be shared

The scars of your love remind me of us (you're gonna wish you never had met me)
They keep me thinking that we almost had it all (tears are gonna fall, rolling in the deep)
The scars of your love they leave me breathless, I can't help feeling
We could have had it all (you're gonna wish you never had met me)
Rolling in the deep (tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (you're gonna wish you never had met me)
And you played it to the beat (tears are gonna fall, rolling in the deep)

We could've had it all
Rolling in the deep
You had my heart inside your hand
But you played it with a beating

Throw your soul through every open door
Count your blessings to find what you look for
Turned my sorrow into treasured gold
You pay me back in kind and reap just what you sow

(You're gonna wish you never had met me) We could've had it all
We could've had it all (tears are gonna fall, rolling in the deep)
It all, it all, it all, (you're gonna wish you never had met me)
We could have had it all (you're gonna wish you never had met me)
Rolling in the deep (tears are gonna fall, rolling in the deep)
You had my heart inside of your hand (you're gonna wish you never had met me)
And you played it to the beat (tears are gonna fall, rolling in the deep)

We could've had it all (You're gonna wish you never had met me)
Rolling in the deep (Tears are gonna fall, rolling in the deep)
You had my heart inside your hand (You're gonna wish you never had met me)
But you played it, you played it, you played it, you played it
To the beat"
509,Cry Your Heart Out,Adele,"Cry your heart out
It'll clean your face
When you're in doubt
Go at your own pace

Cry your heart out
It'll clean your face
When you're in doubt
Go at your own pace

When I walk in a room I'm invisible
I feel like a ghost (ooh-ooh, ooh)
All my friends keep on telling me that 
This feeling won't last, mm (ooh-ooh, ooh)
I can't get no relief, I'm so tired of myself
I swear I'm dead in the eyes (ooh-ooh, ooh)
I have nothing to feel no more
I can't even cry (ooh-ooh, ooh)

When will I begin to feel like me again?
I'm hanging by a thread
My skin's paper thin, I can't stop wavering
I've never been more scared

Cry your heart out
It'll clean your face
When you're in doubt
Go at your own pace

Cry your heart out
It'll clean your face
When you're in doubt
Go at your own pace

When I wake up, I'm afraid 
At the idea of facing the day (ooh-ooh, ooh)
I would rather stay home on my own
Drink it all away (ooh-ooh, ooh)
Please stop calling me, it's exhausting
There's really nothing left to say (ooh-ooh, ooh)
I created this storm
It's only fair I have to sit in its rain (ooh-ooh, ooh)

When will I begin to feel like me again?
I'm hanging by a thread
My skin's paper thin, I can't stop wavering
I've never been more scared

Cry your heart out
It'll clean your face
When you're in doubt
Go at your own pace

Cry your heart out
It'll clean your face
When you're in doubt
Go at your own pace

Ooh, ooh-ooh-ooh
Ooh, ooh-ooh-ooh

All love is devout
No feeling is a waste
But give it to yourself now
Before it's too late
In the end it's just you
Stop drowning in wait
Your love is useless without it

Cry your heart out (cry, yeah)
It'll clean your face
When you're in doubt
Go at your own pace"
511,Love is a Game,Adele,"All your expectations of my love are impossible
Surely you know, that I'm not easy to hold
It's so sad how incapable of learning to grow I am
My heart speaks in puzzle and codes
I've been trying my whole life to solve
God only knows how I've cried
I can't take another defeat
A next time would be the ending of me
Now that I see

That love is a game for fools to play
And I ain't fooling (fooling), what a cruel thing (cruel thing)
To self-inflict that pain
Love is a game for fools to play
And I ain't fooling again (fooling), what a cruel thing (cruel thing)
To self-inflict that pain

How unbelievable (unbelievable)
Of me to fall for the lies that I tell? (Lies I tell)
The dream that I sell? (Dream I sell)
When heartache, it's inevitable (and unbearable)
But I'm no good at doing it well
Not that I care (I don't care)
Why should anything about it be fair?

When love is a game for fools to play
And I ain't fooling (fooling), what a cruel thing (cruel thing)
To self-inflict that pain
Love is a game for fools to play
And I ain't fooling again (fooling), what a cruel thing (cruel thing)
To self-inflict that pain

No amount of love, can keep me satisfied (satisfied, satisfied)
I can't keep up (can't keep up, can't keep up)
When I keep changing my mind (change my mind, change my mind)
The feelings flood me to the heights of no compromise

Love is a game for fools to play
And I ain't fooling (fooling), what a cruel thing (cruel thing)
To self-inflict that pain
Love is a game for fools to play
And I ain't fooling (fooling), what a cruel thing (cruel thing)
To self-inflict that pain

I can love, I can love again
I love me now, like I love him
I'm a fool for that
You know I, you know I'm gonna do it
Oh, oh, oh, oh
I'd do it all again like I did it"
512,My Little Love,Adele,"Mmh, mmh-mhm

My little love
I see your eyes widen like an ocean
When you look at me so full of my emotions
I'm finding it hard to be here sincerely
I know you feel lost, it's my fault completely

Tell me you love me
I love you a million percent

I don't recognize myself in the coldness of the daylight
So I ain't surprised you can read through all of my lies
I feel so bad to be here when I'm so guilty
I'm so far gone and you're the only one who can save me

Oi, I feel like you don't love me
Why do you feel like that?
Don't you like me?
You know mommy doesn't like 
Anyone else like I like you, right?

I'm holdin' on (barely)
Mama's got a lot to learn (it's heavy)
I'm holdin' on (catch me)
Mama's got a lot to learn (teach me)

Mummy's been having a lot of big feelings recently
Like how?
Just, like, hang on, um, my fingers are trapped
Like, um, I feel a bit confused 
Why?
I don't know and I feel 
Like I don't really know what I'm doing
Oh, at all?
At all
And that would make you go, ""Ay, yi, yi""

My little love
Tell me, do you feel the way my past aches?
When you lay on me, can you hear the way my heart breaks?
I wanted you to have everything I never had
I'm so sorry if what I've done makes you feel sad

I love your dad 'cause he gave you to me
You're half me and you're half daddy
Oh

I'm holdin' on (barely)
Mama's got a lot to learn (it's heavy)
I'm holdin' on (catch me)
Mama's got a lot to learn (teach me)

Mmh, mmh-mhm

I'm having a bad day, I'm having a very anxious day
I feel very paranoid, feel very stressed
Um, I have a hangover, which never helps, but
I feel like today is the first day since I left him that I feel lonely
And I never feel lonely, I love being on my own
I always preferred being on my own than being with people
And I feel like maybe I've been, like, overcompensating
And being out and, and stuff like that to keep my mind off of it
And I feel like today, I'm home, and I wanna be at home
I just wanna watch TV and curl up into a ball and 
Be in my sweats and stuff like that
But I just feel really lonely
I feel a bit frightened that I might feel like this a lot"
515,Love story,Adele,"1young when I first saw you
I close my eyes and the flashback starts
I'm standin' there
On a balcony in summer air
See the lights, see the party, the ..."
516,Keep Burning,Adele,"Better know that summer is over
I'm not gonna tell if you don't
Rather wear the sea on my shoulders
Than trust my old umbrella and junk

As the paveme..."
517,"That's It, I Quit, I'm Movin' On",Adele,"When we used
To say goodnight
I'd always kiss
And hold you tight
But lately
You don't seem
To care
You close the door
And leave me
Standing there
Oh, honey
That's not fair
That's it
I quit
I'm movin' on

The other night
We had a date
And you showed up
Two hours late
And though your hair
Was all in place
Somebody smeared
Their lipstick
On your face
Oh, they smeared it
Every place
Yeah, yeah that's it, honey
I quit, I'm movin' on

Oooohhhh

You made me want you
You made me leave you
You made me tumble
And fall
But if I
Can't have you the way
I want you
I don't want you at all

Baby, I can take a lot
'Cause I love
Everything you got
Though your kisses
Sooth me so
If you've got someone else
I gotta go
Oh, that you know
Yeah, that's it, honey
I quit, I'm movin' on

Oooohhhh

You made me want you
You made me leave you
You made me tumble
And fall
But if I can't have you
The way I want you
I don't want you at all

Baby
I can take a lot
'Cause I love
Everything you got
Though your kisses
Sooth me so
If you got someone else
I gotta go
Oh, that you know
So that's it
Baby, I quit now
I'm movin' on

So that's it
Baby, I quit
Oh, I'm movin' on"
519,Lovesong,Adele,"Whenever I'm alone with you
You make me feel like I am home again
Whenever I'm alone with you
You make me feel like I am whole again

Whenever I'm alone with you
You make me feel like I am young again
Whenever I'm alone with you
You make me feel like I am fun again

However far away I will always love you
However long I stay I will always love you
Whatever words I say I will always love you
I will always love you

Whenever I'm alone with you
You make me feel like I am free again
Whenever I'm alone with you
You make me feel like I am clean again

However far away I will always love you
However long I stay I will always love you
Whatever words I say I will always love you
I will always love you

However far away I will always love you
However long I stay I will always love you
Whatever words I say I will always love you
I will always love you
I will always love you
'Cause I love you"
520,Hold On,Adele,"Hold on
You are still strong
Love will soon come
Just hold, hold on

Oh, what have I done yet again?
Have I not learned anything?
I don't want to live in chaos
It's like a ride that I want to get off
It's hard to hold onto who I am
When I'm stumbling in the dark for a hand
I am so tired of battling with myself
With no chance to win

Hold on
Let time be patient
You are still strong
Let pain be gracious
Love will soon come
Just hold, hold on

I swear to God, I am such a mess
The harder that I try, I regress
I'm my own worst enemy
Right now I truly hate being me
Every day feels like the road I'm on
Might just open up and swallow me whole
How do I feel so mighty small
When I'm struggling to feel at all?

Just hold on
Let time be patient (you)
You are still strong
Let pain be gracious 
(Love will soon come)
Just hold (you, just hold on, you, just hold on) 
Hold on (you, just hold on, just hold on)

Sometimes loneliness is the only rest we get 
(Just hold on, just hold on)
And the emptiness actually lets us forget 
(Just hold on, just hold on)
Sometimes forgiveness is easiest in secret 
(Just hold on, just hold on, just hold on, just hold on)

So just hold on, ooh-ooh
Let time be patient 
(You are still strong)
Let pain be gracious
Love will soon come, baby
If you just hold on

Hold on, hold on, hold on, hold on (hold on)
Just let time be patient (you)
'Cause you're still strong
You're still strong (are still strong)
Just be gracious
Love will soon come
If you just hold on, mm
(You, just hold on, you, just just hold on, you, just hold on)
Just be patient, just be patient (you, just hold on)
You, just hold on, you, just hold on (you are still strong)
You, just hold on
Just hold on, just hold on"
521,Chasing Pavements,Adele,"I've made up my mind
Don't need to think it over
If I'm wrong I am right
Don't need to look no further
This ain't lust
I know this is love but

If I tell the world
I'll never say enough
Cause it was not said to you
And that's exactly what I need to do
If I'm in love with you

Should I give up
Or should I just keep chasing pavements?
Even if it leads nowhere
Or would it be a waste?
Even If I knew my place should I leave it there?
Should I give up
Or should I just keep chasing pavements?
Even if it leads nowhere

I'd build myself up
And fly around in circles
Waiting as my heart drops
And my back begins to tingle
Finally could this be it or

Should I give up
Or should I just keep chasing pavements?
Even if it leads nowhere
Or would it be a waste?
Even if I knew my place should I leave it there?
Should I give up
Or should I just keep chasing pavements?
Even if it leads nowhere yeah

Should I give up
Or should I just keep chasing pavements?
Even if, it leads nowhere
Or would it be a waste?
Even if I knew my place should I leave it there?
Should I give up,
Or should I just keep on chasing pavements?
Should I just keep on chasing pavements? Or

Should I give up
Or should I just keep chasing pavements?
Even if it leads nowhere
Or would it be a waste?
Even if I knew my place should I leave it there?
Should I give up
Or should I just keep chasing pavements?
Even if it leads nowhere"
523,I'll Be Waiting,Adele,"Hold me closer, one more time
Say that you love me in your last goodbye
Please forgive me, for my sins
Yes, I swam dirty waters
But you pushed me in
I've seen your face, under every sky
Over every border and on every line
You know my heart, more than I do
We were the greatest, me and you

But we had time against us
And miles between us
The heavens cried
I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different
I'll be better to you,
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different
I'll be better to you

Let me stay here for just one more night
Build your world around me
And pull me to the light
So I can tell you that I was wrong
I was a child then, but now I'm willing to learn

But we had time against us
And miles between us
The heavens cried
I know I left you speechless
But now the sky has cleared and it's blue
And I see my future in you

I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different
I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different
I'll be better to you

Time against us
Miles between us
Heavens cried
I know I left you speechless
Time against us
Miles between us
Heavens cried
I know I left you speechless
I know I left you speechless

I'll be waiting
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll do everything different
I'll be better to you
I'll be waiting for you when you're ready to love me again
I'll put my hands up
I'll be somebody different
I'll be better for you"
524,Now and Then,Adele,"Sometimes the hole you left hurts
My heart so bad, it cuts through
The deepest parts of me and fills up my mouth with the words that cry
Out, I'm still trying to stay inside

Hearts break and hearts wait
To make us grow from dust
Then our eyes cry and souls sigh
So that we know that it hurts

Our hearts break and hearts wait
To make us grow from dust
Then our eyes cry and souls sigh
So that we know that it hurts

Every now and then my memories ache
With empty ideas of the ones we'd have made it
But as time goes on and my age gets older
I love the ones I know, they're enough to picture the rest

'Cause heart break and hearts wait
To make us grow from dust
Then our eyes cry and souls sigh
So that we know that it hurts

Our hearts break and hearts wait
To make us grow from dust
Then our eyes cry and souls sigh
So that we know that it hurts

You know when to make me, imagine you're here
You know when to make me, imagine you're here
You know when to make me, imagine you're here
You know when to make me, imagine you're here"
528,Make You Feel My Love,Adele,"When the rain is blowing in your face
And the whole world is on your case
I could offer you a warm embrace
To make you feel my love

When the evening shadows and the stars appear
And there is no one there to dry your tears
Oh, I hold you for a million years
To make you feel my love

I know you haven't made your mind up yet
But I will never do you wrong
I've known it from the moment that we met
No doubt in my mind where you belong

I'd go hungry; I'd go black and blue
And I'd go crawling down the avenue
No, there's nothing that I wouldn't do
To make you feel my love

The storms are raging on the rolling sea
And on the highway of regret
The winds of change are blowing wild and free
You ain't seen nothing like me yet

I could make you happy, make your dreams come true
There's nothing that I wouldn't do
Go to the ends of this Earth for you
To make you feel my love, oh yes
To make you feel my love"
529,Sweetest Devotion,Adele,"With your loving, there ain't nothing
That I can't adore
The way I'm running, with you, honey
Means we can break every law
I find it funny that you're the only
One I never looked for
There is something in your loving
That tears down my walls

I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to

The sweetest devotion
Hitting me like an explosion
All of my life, I've been frozen
The sweetest devotion I've known

I'll forever be whatever you want me to be
I'll go under and all over for your clarity
When you wonder if I'm gonna lose my way home
Just remember, that come whatever, I'll be yours all alone

I wasn't ready then, I'm ready now
I'm heading straight for you
You will only be eternally
The one that I belong to

The sweetest devotion
Hitting me like an explosion
All of my life, I've been frozen
The sweetest devotion I've known

I've been looking for you, baby
In every face that I've ever known
And there is something 'bout the way you love me
That finally feels like home
You're my light, you're my darkness
You're the right kind of madness
And you're my hope, you're my despair
You're my scope, everything, everywhere

The sweetest devotion
Hitting me like an explosion
All of my life, I've been frozen
The sweetest devotion I've known

Sweetest
It's the sweetest
Sweetest
It's the sweetest
Sweetest
It's the sweetest
Sweetest
It's the sweetest
Devotion"
